rider_id,city,signup_date,rider_type
R008589,Metroville,2021-08-17,Regular
R008590,Capital City,2022-11-19,Power
R008591,Capital City,2022-02-26,Occasional
R008592,Metroville,2021-05-12,Regular
R008593,Metroville,2022-02-24,Regular
R008594,Metroville,2021-08-14,Power
R008595,Metroville,2021-06-08,Regular
R008596,Metroville,2021-09-14,New
R008597,Metroville,2022-05-17,Occasional
R008598,Metroville,2022-12-05,Occasional
R008599,Metroville,2022-12-30,Occasional
R008600,Metroville,2022-07-28,New
R008601,Metroville,2022-04-08,New
R008602,Metroville,2022-02-28,Regular
R008603,Metroville,2021-03-17,Occasional
R008604,Metroville,2021-03-21,Occasional
R008605,Capital City,2021-09-05,Power
R008606,Capital City,2022-08-27,Regular
R008607,Capital City,2021-03-03,Regular
R008608,Capital City,2021-02-19,Regular
R008609,Metroville,2022-03-13,Power
R008610,Capital City,2021-10-31,Regular
R008611,Metroville,2022-07-02,Occasional
R008612,Capital City,2021-08-16,Occasional
R008613,Capital City,2021-01-27,Regular
R008614,Metroville,2021-03-12,New
R008615,Metroville,2022-04-26,Regular
R008616,Metroville,2022-12-03,Occasional
R008617,Capital City,2022-09-01,New
R008618,Capital City,2022-03-24,Occasional
R008619,Metroville,2021-08-15,Occasional
R008620,Capital City,2022-10-25,Power
R008621,Metroville,2021-04-28,Occasional
R008622,Metroville,2021-12-27,Regular
R008623,Metroville,2021-05-16,Occasional
R008624,Metroville,2021-08-27,New
R008625,Capital City,2021-06-01,Power
R008626,Metroville,2021-10-12,Occasional
R008627,Metroville,2022-04-12,Regular
R008628,Metroville,2021-03-29,New
R008629,Metroville,2021-01-29,Power
R008630,Capital City,2021-09-01,New
R008631,Capital City,2021-01-21,Regular
R008632,Capital City,2022-09-01,Regular
R008633,Capital City,2021-12-15,Regular
R008634,Metroville,2021-07-26,Occasional
R008635,Metroville,2021-05-22,Occasional
R008636,Metroville,2022-12-15,Power
R008637,Metroville,2022-04-11,Regular
R008638,Metroville,2022-07-19,Occasional
R008639,Metroville,2021-05-16,New
R008640,Metroville,2022-11-03,Regular
R008641,Metroville,2022-08-05,Regular
R008642,Metroville,2022-02-08,New
R008643,Metroville,2021-09-16,Occasional
R008644,Capital City,2021-01-22,Regular
R008645,Capital City,2022-08-16,Occasional
R008646,Metroville,2022-01-01,Power
R008647,Metroville,2022-07-18,Power
R008648,Metroville,2022-11-08,Occasional
R008649,Capital City,2022-03-28,Power
R008650,Capital City,2021-12-28,New
R008651,Metroville,2021-10-29,Occasional
R008652,Metroville,2021-03-21,Regular
R008653,Capital City,2022-01-02,Regular
R008654,Metroville,2022-11-13,New
R008655,Metroville,2022-03-11,Regular
R008656,Metroville,2022-03-09,Occasional
R008657,Capital City,2021-07-08,Occasional
R008658,Metroville,2021-03-18,New
R008659,Metroville,2022-10-15,Occasional
R008660,Capital City,2021-07-24,Occasional
R008661,Metroville,2022-06-17,Regular
R008662,Capital City,2021-03-29,Regular
R008663,Metroville,2022-06-28,Power
R008664,Metroville,2022-09-27,Regular
R008665,Capital City,2021-04-28,Regular
R008666,Capital City,2022-07-14,Occasional
R008667,Metroville,2021-06-24,Power
R008668,Metroville,2022-02-05,Power
R008669,Metroville,2022-02-12,Regular
R008670,Metroville,2021-01-30,Regular
R008671,Capital City,2022-02-27,Occasional
R008672,Capital City,2022-03-30,Regular
R008673,Metroville,2021-01-30,Occasional
R008674,Metroville,2021-01-17,Occasional
R008675,Capital City,2021-01-27,Regular
R008676,Capital City,2021-12-26,New
R008677,Capital City,2022-09-25,Regular
R008678,Metroville,2021-07-03,Regular
R008679,Metroville,2021-05-18,Regular
R008680,Capital City,2022-01-06,Occasional
R008681,Metroville,2022-08-07,Regular
R008682,Capital City,2022-12-19,Regular
R008683,Capital City,2022-08-14,Power
R008684,Capital City,2021-07-20,Power
R008685,Capital City,2022-03-19,Regular
R008686,Metroville,2021-12-16,Regular
R008687,Metroville,2021-08-23,Occasional
R008688,Metroville,2021-11-06,Power
R008689,Metroville,2022-01-18,Occasional
R008690,Capital City,2022-07-19,Regular
R008691,Capital City,2022-09-19,New
R008692,Metroville,2022-05-23,Occasional
R008693,Metroville,2022-07-27,New
R008694,Capital City,2021-08-04,Occasional
R008695,Capital City,2022-05-20,Regular
R008696,Capital City,2022-06-23,Power
R008697,Capital City,2021-06-08,New
R008698,Metroville,2021-04-13,Power
R008699,Metroville,2021-01-25,Occasional
R008700,Metroville,2021-07-12,Power
R008701,Capital City,2021-07-06,New
R008702,Metroville,2021-01-02,New
R008703,Capital City,2021-06-16,Occasional
R008704,Metroville,2021-01-12,Occasional
R008705,Metroville,2022-09-07,Occasional
R008706,Metroville,2021-10-31,Regular
R008707,Metroville,2021-09-17,Regular
R008708,Metroville,2022-10-15,Power
R008709,Metroville,2022-09-04,Regular
R008710,Metroville,2022-08-20,Occasional
R008711,Capital City,2022-12-15,Regular
R008712,Metroville,2021-08-28,Power
R008713,Metroville,2022-01-10,Regular
R008714,Metroville,2022-02-16,Regular
R008715,Capital City,2021-01-24,Regular
R008716,Capital City,2021-12-26,Power
R008717,Metroville,2022-08-12,Regular
R008718,Metroville,2021-10-06,Occasional
R008719,Metroville,2021-04-30,Occasional
R008720,Metroville,2021-07-15,Power
R008721,Metroville,2022-01-16,Occasional
R008722,Capital City,2022-07-09,Regular
R008723,Metroville,2021-01-05,Regular
R008724,Metroville,2022-02-24,Occasional
R008725,Metroville,2022-12-03,Occasional
R008726,Capital City,2022-09-02,Regular
R008727,Metroville,2022-05-19,Regular
R008728,Metroville,2022-08-23,Occasional
R008729,Capital City,2021-01-21,Regular
R008730,Metroville,2022-08-09,Regular
R008731,Metroville,2021-01-27,Regular
R008732,Capital City,2022-05-14,Regular
R008733,Metroville,2022-02-21,Occasional
R008734,Metroville,2022-08-26,Regular
R008735,Capital City,2022-06-01,Regular
R008736,Capital City,2022-08-21,Regular
R008737,Metroville,2022-10-13,Regular
R008738,Metroville,2021-10-23,Regular
R008739,Metroville,2021-01-24,Power
R008740,Capital City,2022-09-09,Regular
R008741,Metroville,2022-10-14,Power
R008742,Capital City,2022-12-13,Regular
R008743,Capital City,2021-08-24,Regular
R008744,Metroville,2021-10-17,Occasional
R008745,Capital City,2022-11-19,Power
R008746,Capital City,2022-06-14,Regular
R008747,Capital City,2022-09-13,Regular
R008748,Metroville,2022-11-29,Occasional
R008749,Metroville,2021-02-25,Occasional
R008750,Metroville,2021-07-25,Power
R008751,Metroville,2021-05-04,Regular
R008752,Capital City,2022-11-02,Regular
R008753,Capital City,2021-09-08,Occasional
R008754,Metroville,2022-09-02,Occasional
R008755,Metroville,2022-04-17,Power
R008756,Metroville,2022-11-18,Occasional
R008757,Metroville,2022-10-26,Occasional
R008758,Capital City,2022-02-27,Power
R008759,Capital City,2021-02-17,Occasional
R008760,Capital City,2022-12-22,Occasional
R008761,Metroville,2022-09-25,Occasional
R008762,Metroville,2022-08-28,Power
R008763,Metroville,2021-04-25,Occasional
R008764,Capital City,2022-06-05,Power
R008765,Capital City,2021-05-10,Occasional
R008766,Capital City,2022-06-11,Regular
R008767,Metroville,2022-06-26,Power
R008768,Capital City,2021-02-14,Power
R008769,Metroville,2022-01-07,Power
R008770,Capital City,2022-12-03,Regular
R008771,Metroville,2022-10-01,New
R008772,Metroville,2022-08-05,Power
R008773,Metroville,2022-03-23,New
R008774,Capital City,2021-05-18,Occasional
R008775,Capital City,2022-01-10,Occasional
R008776,Metroville,2022-01-06,Regular
R008777,Metroville,2022-07-21,New
R008778,Capital City,2021-08-07,Regular
R008779,Metroville,2021-04-14,Regular
R008780,Capital City,2022-04-29,Power
R008781,Capital City,2021-08-02,Occasional
R008782,Metroville,2021-05-28,Regular
R008783,Capital City,2022-10-24,Occasional
R008784,Capital City,2022-09-22,Power
R008785,Capital City,2021-05-19,New
R008786,Capital City,2022-12-18,Power
R008787,Metroville,2021-07-09,Regular
R008788,Metroville,2022-05-24,New
R008789,Metroville,2022-06-19,Regular
R008790,Metroville,2022-03-19,New
R008791,Metroville,2022-07-10,Regular
R008792,Metroville,2021-06-30,New
R008793,Metroville,2022-12-28,Regular
R008794,Capital City,2022-09-22,Occasional
R008795,Metroville,2022-05-27,Occasional
R008796,Metroville,2021-08-03,New
R008797,Metroville,2021-01-07,Regular
R008798,Capital City,2021-09-02,New
R008799,Metroville,2021-12-22,Regular
R008800,Capital City,2021-01-17,New
R008801,Metroville,2021-05-08,Occasional
R008802,Metroville,2022-06-26,Occasional
R008803,Metroville,2021-10-08,Regular
R008804,Metroville,2021-02-11,Occasional
R008805,Metroville,2022-09-14,Occasional
R008806,Metroville,2022-06-30,Regular
R008807,Capital City,2022-01-03,Regular
R008808,Capital City,2021-12-09,Regular
R008809,Metroville,2021-10-24,Occasional
R008810,Capital City,2022-05-27,Regular
R008811,Metroville,2021-07-24,Occasional
R008812,Capital City,2022-05-13,Power
R008813,Metroville,2021-11-10,Occasional
R008814,Capital City,2022-09-08,Occasional
R008815,Capital City,2022-02-14,Power
R008816,Capital City,2022-08-28,Occasional
R008817,Metroville,2021-09-11,Occasional
R008818,Metroville,2022-09-11,Occasional
R008819,Metroville,2021-07-18,Regular
R008820,Metroville,2022-08-15,Power
R008821,Metroville,2021-08-12,Occasional
R008822,Metroville,2021-12-28,Regular
R008823,Capital City,2021-01-10,Power
R008824,Metroville,2022-03-12,New
R008825,Metroville,2021-06-10,Power
R008826,Metroville,2022-11-21,Regular
R008827,Metroville,2022-10-09,Power
R008828,Metroville,2022-01-31,New
R008829,Metroville,2021-08-14,Power
R008830,Metroville,2022-09-05,Power
R008831,Metroville,2021-12-03,Occasional
R008832,Capital City,2022-03-17,Power
R008833,Capital City,2021-09-21,Regular
R008834,Metroville,2021-04-27,Occasional
R008835,Metroville,2022-02-16,Occasional
R008836,Metroville,2021-01-28,New
R008837,Capital City,2021-10-04,Regular
R008838,Metroville,2022-05-15,Occasional
R008839,Capital City,2021-06-13,Regular
R008840,Capital City,2021-11-10,Regular
R008841,Metroville,2022-03-10,New
R008842,Capital City,2021-10-20,Regular
R008843,Metroville,2022-06-22,Power
R008844,Metroville,2022-10-22,Power
R008845,Capital City,2021-09-01,New
R008846,Metroville,2021-02-05,Regular
R008847,Capital City,2021-12-21,Regular
R008848,Metroville,2022-07-02,Occasional
R008849,Metroville,2022-12-19,New
R008850,Capital City,2021-02-10,Power
R008851,Capital City,2021-08-16,Regular
R008852,Metroville,2021-02-12,New
R008853,Metroville,2022-09-16,Power
R008854,Capital City,2021-11-22,Regular
R008855,Capital City,2021-10-10,Regular
R008856,Metroville,2021-07-15,New
R008857,Capital City,2021-02-26,Occasional
R008858,Metroville,2021-02-08,Regular
R008859,Metroville,2022-10-06,Regular
R008860,Metroville,2022-09-01,Occasional
R008861,Capital City,2022-08-08,Regular
R008862,Metroville,2021-11-23,Power
R008863,Capital City,2021-11-17,Power
R008864,Metroville,2021-01-20,Regular
R008865,Metroville,2021-05-07,Occasional
R008866,Metroville,2022-09-19,Occasional
R008867,Metroville,2022-07-13,Occasional
R008868,Capital City,2022-10-27,Occasional
R008869,Capital City,2021-12-25,Occasional
R008870,Metroville,2022-06-12,Regular
R008871,Metroville,2022-01-20,Regular
R008872,Capital City,2022-06-10,Power
R008873,Metroville,2021-05-02,Regular
R008874,Capital City,2021-11-14,Regular
R008875,Metroville,2022-08-29,Regular
R008876,Capital City,2022-05-08,Regular
R008877,Metroville,2021-10-24,Occasional
R008878,Metroville,2021-08-08,Regular
R008879,Capital City,2022-03-22,Occasional
R008880,Metroville,2021-01-01,Regular
R008881,Capital City,2021-05-16,Power
R008882,Metroville,2021-05-04,Occasional
R008883,Metroville,2022-03-28,Regular
R008884,Metroville,2021-03-13,New
R008885,Metroville,2021-11-18,Power
R008886,Capital City,2022-01-02,Power
R008887,Metroville,2021-09-01,Regular
R008888,Capital City,2021-02-18,New
R008889,Capital City,2021-04-24,Regular
R008890,Metroville,2021-11-13,New
R008891,Metroville,2021-08-23,Occasional
R008892,Metroville,2021-07-27,Regular
R008893,Metroville,2022-03-22,Regular
R008894,Metroville,2022-08-04,Occasional
R008895,Metroville,2021-09-23,Regular
R008896,Capital City,2022-09-13,Occasional
R008897,Metroville,2022-08-29,New
R008898,Capital City,2022-04-20,Regular
R008899,Metroville,2021-08-18,Occasional
R008900,Metroville,2021-08-10,New
R008901,Capital City,2022-05-10,Power
R008902,Metroville,2021-03-29,Regular
R008903,Capital City,2022-08-17,Occasional
R008904,Metroville,2022-12-02,New
R008905,Metroville,2022-09-22,Regular
R008906,Capital City,2022-11-08,Regular
R008907,Metroville,2022-10-24,Regular
R008908,Capital City,2021-08-09,Regular
R008909,Metroville,2021-02-06,Occasional
R008910,Capital City,2022-12-05,Regular
R008911,Capital City,2022-07-02,Regular
R008912,Capital City,2021-12-06,Occasional
R008913,Metroville,2021-04-22,New
R008914,Metroville,2021-02-05,Regular
R008915,Metroville,2022-02-01,Occasional
R008916,Metroville,2022-07-29,Regular
R008917,Metroville,2022-02-25,Occasional
R008918,Metroville,2021-04-05,Regular
R008919,Metroville,2021-04-03,Occasional
R008920,Capital City,2022-09-25,New
R008921,Capital City,2022-10-15,Regular
R008922,Capital City,2021-02-24,Regular
R008923,Capital City,2021-07-18,Regular
R008924,Metroville,2021-08-15,Regular
R008925,Metroville,2021-09-11,Power
R008926,Capital City,2022-06-09,Power
R008927,Capital City,2022-03-07,Occasional
R008928,Metroville,2021-02-23,Power
R008929,Metroville,2021-08-10,New
R008930,Metroville,2021-08-17,Occasional
R008931,Capital City,2021-08-03,Regular
R008932,Metroville,2022-04-09,Regular
R008933,Capital City,2021-06-25,Regular
R008934,Metroville,2022-01-15,Regular
R008935,Metroville,2021-06-27,Occasional
R008936,Metroville,2021-06-21,Power
R008937,Capital City,2022-12-14,Regular
R008938,Capital City,2022-11-30,Occasional
R008939,Metroville,2021-10-18,Regular
R008940,Metroville,2022-09-02,Occasional
R008941,Metroville,2021-12-05,Power
R008942,Metroville,2021-09-28,Occasional
R008943,Metroville,2022-02-13,Occasional
R008944,Metroville,2021-12-12,Occasional
R008945,Capital City,2021-10-05,New
R008946,Metroville,2021-09-18,Occasional
R008947,Capital City,2022-11-26,Occasional
R008948,Metroville,2022-11-29,Occasional
R008949,Metroville,2022-07-04,Power
R008950,Metroville,2021-06-10,Regular
R008951,Metroville,2021-02-25,Regular
R008952,Capital City,2022-02-25,Regular
R008953,Metroville,2021-01-08,Power
R008954,Metroville,2022-07-17,Occasional
R008955,Metroville,2021-08-16,Occasional
R008956,Metroville,2021-10-17,Regular
R008957,Capital City,2022-08-17,Power
R008958,Metroville,2022-02-16,Regular
R008959,Metroville,2021-11-29,Power
R008960,Metroville,2021-08-20,Power
R008961,Metroville,2022-09-11,Power
R008962,Metroville,2021-05-29,Occasional
R008963,Metroville,2021-02-09,New
R008964,Metroville,2021-08-17,Regular
R008965,Metroville,2021-02-25,Power
R008966,Capital City,2021-06-13,Occasional
R008967,Metroville,2021-01-30,Regular
R008968,Capital City,2021-06-28,New
R008969,Capital City,2021-05-26,Occasional
R008970,Capital City,2021-09-07,Power
R008971,Capital City,2021-09-01,Regular
R008972,Capital City,2021-06-05,Occasional
R008973,Metroville,2022-07-25,Regular
R008974,Metroville,2021-08-01,Occasional
R008975,Metroville,2022-11-05,Regular
R008976,Capital City,2021-11-27,Occasional
R008977,Metroville,2022-04-07,Regular
R008978,Capital City,2021-08-13,New
R008979,Metroville,2021-05-06,Power
R008980,Metroville,2021-12-11,Power
R008981,Metroville,2021-04-10,Regular
R008982,Metroville,2021-02-08,Regular
R008983,Metroville,2022-01-05,New
R008984,Capital City,2022-03-16,Occasional
R008985,Metroville,2022-02-07,Regular
R008986,Metroville,2022-10-31,Occasional
R008987,Metroville,2022-12-04,New
R008988,Metroville,2021-05-07,Regular
R008989,Metroville,2022-11-16,Regular
R008990,Metroville,2022-08-23,New
R008991,Metroville,2021-12-22,Regular
R008992,Capital City,2022-01-09,Regular
R008993,Capital City,2021-05-14,Occasional
R008994,Metroville,2022-12-05,Power
R008995,Capital City,2021-04-01,Regular
R008996,Metroville,2022-01-17,Power
R008997,Metroville,2021-12-08,Occasional
R008998,Capital City,2022-09-24,Occasional
R008999,Capital City,2021-10-20,New
R009000,Capital City,2022-01-13,Power
R009001,Capital City,2022-01-01,Occasional
R009002,Metroville,2021-11-06,New
R009003,Capital City,2022-01-07,Regular
R009004,Metroville,2022-11-05,Power
R009005,Metroville,2021-02-23,Regular
R009006,Capital City,2022-04-26,Power
R009007,Capital City,2022-04-23,New
R009008,Metroville,2022-05-06,Power
R009009,Metroville,2021-03-09,Power
R009010,Metroville,2022-02-16,Regular
R009011,Metroville,2021-05-05,Regular
R009012,Capital City,2022-10-07,Power
R009013,Capital City,2021-01-27,Power
R009014,Metroville,2022-10-26,New
R009015,Capital City,2022-02-23,New
R009016,Metroville,2022-09-06,Occasional
R009017,Capital City,2022-01-21,Regular
R009018,Capital City,2022-07-12,Power
R009019,Metroville,2022-12-12,New
R009020,Capital City,2021-06-29,Occasional
R009021,Metroville,2022-02-02,Power
R009022,Metroville,2022-11-24,Regular
R009023,Capital City,2021-09-17,Occasional
R009024,Capital City,2021-02-27,Regular
R009025,Metroville,2021-10-26,Power
R009026,Metroville,2021-05-30,Power
R009027,Capital City,2021-07-23,New
R009028,Metroville,2021-10-27,Occasional
R009029,Capital City,2022-04-03,Occasional
R009030,Metroville,2022-12-12,Occasional
R009031,Metroville,2021-01-19,Power
R009032,Capital City,2021-09-08,Power
R009033,Metroville,2021-05-09,New
R009034,Metroville,2022-12-10,Occasional
R009035,Capital City,2022-02-11,Power
R009036,Capital City,2021-12-11,Power
R009037,Capital City,2021-05-27,Power
R009038,Metroville,2021-11-28,Power
R009039,Capital City,2022-02-05,Regular
R009040,Metroville,2021-05-25,Occasional
R009041,Metroville,2022-09-23,Occasional
R009042,Capital City,2021-08-19,Power
R009043,Capital City,2022-09-21,Occasional
R009044,Metroville,2021-01-24,Regular
R009045,Metroville,2021-02-09,Regular
R009046,Capital City,2022-06-05,Occasional
R009047,Metroville,2022-01-22,Regular
R009048,Metroville,2021-08-11,Occasional
R009049,Metroville,2021-08-05,Power
R009050,Metroville,2021-02-17,Regular
R009051,Metroville,2022-01-19,Occasional
R009052,Metroville,2022-07-15,Regular
R009053,Metroville,2021-04-12,Occasional
R009054,Metroville,2022-03-01,Regular
R009055,Metroville,2021-12-25,Regular
R009056,Metroville,2021-10-12,Regular
R009057,Metroville,2022-06-09,Occasional
R009058,Metroville,2021-08-11,Regular
R009059,Metroville,2021-03-22,Power
R009060,Capital City,2022-10-16,Power
R009061,Capital City,2021-07-02,Power
R009062,Capital City,2022-05-27,Occasional
R009063,Metroville,2022-03-13,Regular
R009064,Capital City,2022-04-05,Power
R009065,Metroville,2022-11-14,New
R009066,Metroville,2022-03-03,Occasional
R009067,Metroville,2021-05-24,Occasional
R009068,Metroville,2021-11-16,New
R009069,Capital City,2022-05-15,Power
R009070,Metroville,2021-04-02,Power
R009071,Metroville,2022-09-29,Regular
R009072,Capital City,2021-05-19,Regular
R009073,Metroville,2022-09-26,Regular
R009074,Capital City,2021-05-05,Regular
R009075,Capital City,2022-01-22,Occasional
R009076,Capital City,2022-03-28,Power
R009077,Metroville,2022-10-25,Regular
R009078,Metroville,2021-05-31,Occasional
R009079,Capital City,2021-07-07,Regular
R009080,Metroville,2021-09-02,New
R009081,Capital City,2021-10-21,New
R009082,Capital City,2022-06-01,New
R009083,Capital City,2022-01-11,Occasional
R009084,Capital City,2022-10-15,Occasional
R009085,Metroville,2021-03-05,Regular
R009086,Capital City,2022-02-26,Power
R009087,Metroville,2021-08-03,Regular
R009088,Capital City,2022-02-28,Power
R009089,Metroville,2021-10-15,Regular
R009090,Capital City,2021-02-21,Regular
R009091,Capital City,2021-06-28,Regular
R009092,Metroville,2022-02-15,Regular
R009093,Metroville,2022-06-11,Regular
R009094,Metroville,2021-11-03,New
R009095,Metroville,2021-11-16,Power
R009096,Metroville,2022-04-19,Occasional
R009097,Metroville,2021-04-02,Regular
R009098,Metroville,2021-07-23,Occasional
R009099,Capital City,2021-09-24,New
R009100,Capital City,2021-02-13,Occasional
R009101,Capital City,2021-06-20,Occasional
R009102,Capital City,2022-07-01,Power
R009103,Metroville,2022-12-13,Regular
R009104,Metroville,2021-03-30,New
R009105,Metroville,2021-01-11,New
R009106,Metroville,2021-07-22,Regular
R009107,Metroville,2022-06-24,Occasional
R009108,Capital City,2021-05-21,Regular
R009109,Capital City,2021-08-08,Regular
R009110,Metroville,2022-05-28,New
R009111,Metroville,2021-02-24,Occasional
R009112,Capital City,2021-09-10,Power
R009113,Metroville,2022-04-02,Occasional
R009114,Capital City,2021-03-19,New
R009115,Capital City,2021-07-05,Regular
R009116,Metroville,2021-04-12,Occasional
R009117,Capital City,2021-10-14,Regular
R009118,Metroville,2021-06-01,New
R009119,Metroville,2021-03-31,Regular
R009120,Metroville,2022-11-01,Regular
R009121,Metroville,2021-07-16,Regular
R009122,Metroville,2022-06-10,Regular
R009123,Metroville,2021-12-24,Occasional
R009124,Metroville,2021-09-15,Occasional
R009125,Metroville,2022-08-03,Regular
R009126,Metroville,2022-04-30,Regular
R009127,Capital City,2022-07-31,Occasional
R009128,Capital City,2021-01-30,Regular
R009129,Metroville,2022-02-28,Regular
R009130,Capital City,2021-10-13,Regular
R009131,Metroville,2021-11-07,Regular
R009132,Metroville,2022-02-09,Power
R009133,Metroville,2022-10-28,New
R009134,Capital City,2021-03-23,Occasional
R009135,Metroville,2022-06-07,Occasional
R009136,Metroville,2021-11-05,Occasional
R009137,Capital City,2022-04-03,New
R009138,Capital City,2022-03-14,Occasional
R009139,Metroville,2021-03-11,Regular
R009140,Metroville,2022-07-21,New
R009141,Capital City,2022-04-14,Regular
R009142,Metroville,2021-01-28,Occasional
R009143,Capital City,2021-04-26,Occasional
R009144,Metroville,2022-05-05,Power
R009145,Capital City,2021-11-12,Regular
R009146,Capital City,2022-05-02,Occasional
R009147,Metroville,2022-09-07,Occasional
R009148,Capital City,2022-08-01,Occasional
R009149,Metroville,2022-06-19,Power
R009150,Metroville,2022-12-04,New
R009151,Capital City,2022-04-25,Regular
R009152,Metroville,2022-02-18,Power
R009153,Metroville,2021-09-13,Occasional
R009154,Metroville,2021-08-22,New
R009155,Metroville,2021-06-07,Regular
R009156,Metroville,2021-10-12,Power
R009157,Metroville,2021-10-26,Regular
R009158,Capital City,2021-03-10,New
R009159,Metroville,2022-11-25,Power
R009160,Capital City,2022-06-09,Regular
R009161,Metroville,2022-07-22,Occasional
R009162,Capital City,2022-03-28,Regular
R009163,Metroville,2022-08-15,Regular
R009164,Metroville,2022-12-03,Regular
R009165,Metroville,2022-04-12,Occasional
R009166,Capital City,2022-03-23,Occasional
R009167,Metroville,2021-02-26,Occasional
R009168,Metroville,2021-06-17,Power
R009169,Capital City,2022-07-05,Regular
R009170,Metroville,2021-03-13,Occasional
R009171,Capital City,2022-11-19,Occasional
R009172,Capital City,2021-08-22,New
R009173,Metroville,2022-12-12,Power
R009174,Capital City,2022-11-06,New
R009175,Capital City,2022-10-08,Regular
R009176,Metroville,2022-02-14,Power
R009177,Capital City,2021-04-25,Power
R009178,Metroville,2022-03-02,Occasional
R009179,Metroville,2022-10-28,Occasional
R009180,Metroville,2021-11-11,Regular
R009181,Metroville,2021-12-25,Occasional
R009182,Metroville,2021-02-13,Regular
R009183,Metroville,2021-02-27,Regular
R009184,Capital City,2022-10-01,Regular
R009185,Metroville,2021-11-21,Power
R009186,Capital City,2022-08-11,New
R009187,Capital City,2022-05-05,Power
R009188,Metroville,2022-09-09,Power
R009189,Capital City,2021-05-27,Occasional
R009190,Capital City,2021-08-07,Occasional
R009191,Metroville,2022-08-31,Regular
R009192,Capital City,2021-07-16,Occasional
R009193,Metroville,2021-02-20,New
R009194,Metroville,2021-05-17,Regular
R009195,Capital City,2021-07-13,New
R009196,Metroville,2022-04-19,Power
R009197,Metroville,2021-08-11,Occasional
R009198,Metroville,2022-10-01,Occasional
R009199,Metroville,2022-05-03,Regular
R009200,Capital City,2021-04-27,Regular
R009201,Capital City,2022-08-29,Occasional
R009202,Capital City,2022-02-15,Occasional
R009203,Metroville,2022-01-29,Regular
R009204,Capital City,2021-05-13,Power
R009205,Metroville,2021-11-28,Occasional
R009206,Metroville,2022-05-05,Power
R009207,Capital City,2021-10-25,Power
R009208,Capital City,2022-05-23,Power
R009209,Metroville,2022-08-07,Power
R009210,Capital City,2022-09-14,Power
R009211,Metroville,2022-07-06,Regular
R009212,Metroville,2022-05-27,Occasional
R009213,Metroville,2022-03-26,Regular
R009214,Metroville,2021-10-08,Regular
R009215,Metroville,2021-11-09,Regular
R009216,Capital City,2022-04-16,New
R009217,Metroville,2021-05-08,New
R009218,Capital City,2022-11-05,Regular
R009219,Metroville,2021-08-17,Occasional
R009220,Metroville,2021-07-04,New
R009221,Metroville,2021-12-14,Regular
R009222,Capital City,2021-01-15,Regular
R009223,Capital City,2022-09-08,Regular
R009224,Metroville,2022-02-11,Occasional
R009225,Metroville,2021-06-22,Occasional
R009226,Metroville,2021-10-25,Occasional
R009227,Capital City,2021-09-02,Regular
R009228,Capital City,2021-02-01,Regular
R009229,Metroville,2022-04-24,Occasional
R009230,Metroville,2022-03-23,Occasional
R009231,Metroville,2022-08-06,Power
R009232,Capital City,2021-12-26,Regular
R009233,Metroville,2021-09-02,Power
R009234,Metroville,2021-12-21,Regular
R009235,Metroville,2022-02-20,Regular
R009236,Metroville,2022-12-11,Power
R009237,Metroville,2021-03-12,Occasional
R009238,Capital City,2021-04-21,Occasional
R009239,Metroville,2022-11-27,Regular
R009240,Capital City,2021-02-22,Occasional
R009241,Metroville,2022-11-07,Power
R009242,Capital City,2021-01-24,New
R009243,Metroville,2021-02-13,Occasional
R009244,Metroville,2022-05-01,Regular
R009245,Capital City,2022-04-17,Occasional
R009246,Capital City,2021-06-15,Regular
R009247,Metroville,2021-12-04,Occasional
R009248,Metroville,2022-02-19,Power
R009249,Capital City,2021-03-18,Regular
R009250,Metroville,2021-01-14,Regular
R009251,Capital City,2021-12-26,Regular
R009252,Capital City,2021-01-30,Occasional
R009253,Capital City,2022-08-30,New
R009254,Metroville,2021-07-03,Occasional
R009255,Metroville,2022-05-04,Occasional
R009256,Metroville,2021-10-05,Occasional
R009257,Capital City,2021-11-30,Power
R009258,Capital City,2022-12-24,Regular
R009259,Capital City,2021-11-25,Regular
R009260,Metroville,2022-04-15,Regular
R009261,Metroville,2022-02-27,Regular
R009262,Metroville,2022-10-01,Power
R009263,Metroville,2022-05-05,Power
R009264,Metroville,2022-03-03,Regular
R009265,Metroville,2022-05-31,Occasional
R009266,Metroville,2022-07-21,Regular
R009267,Metroville,2021-10-09,Regular
R009268,Capital City,2021-03-26,Occasional
R009269,Metroville,2022-02-11,Power
R009270,Metroville,2021-03-13,New
R009271,Capital City,2021-11-11,Power
R009272,Metroville,2022-11-28,Occasional
R009273,Metroville,2022-03-27,Occasional
R009274,Metroville,2022-10-11,Occasional
R009275,Capital City,2021-08-16,Regular
R009276,Capital City,2021-09-06,Power
R009277,Metroville,2021-11-05,Occasional
R009278,Metroville,2022-01-26,Power
R009279,Metroville,2021-10-26,Occasional
R009280,Capital City,2022-09-21,Power
R009281,Capital City,2022-07-21,Occasional
R009282,Metroville,2021-01-16,Regular
R009283,Metroville,2022-04-09,Power
R009284,Capital City,2021-08-01,New
R009285,Capital City,2022-10-26,Occasional
R009286,Metroville,2022-01-06,Regular
R009287,Metroville,2021-10-28,New
R009288,Metroville,2021-04-25,New
R009289,Capital City,2021-06-20,Occasional
R009290,Metroville,2022-02-01,Regular
R009291,Metroville,2021-09-24,New
R009292,Metroville,2021-01-20,Power
R009293,Capital City,2022-12-04,Regular
