driver_id,city,join_date,experience_months,vehicle_type
D01279,Capital City,2020-01-08,36,Standard
D01280,Metroville,2022-02-11,10,Premium
D01281,Metroville,2020-02-15,35,Electric
D01282,Capital City,2022-07-06,5,Premium
D01283,Capital City,2020-05-17,31,Standard
D01284,Metroville,2021-12-07,13,Standard
D01285,Metroville,2022-08-05,4,Electric
D01286,Metroville,2020-08-02,29,XL
D01287,Capital City,2021-06-13,18,Standard
D01288,Metroville,2020-05-23,31,Standard
D01289,Metroville,2020-06-21,30,Standard
D01290,Metroville,2022-02-24,10,Standard
D01291,Capital City,2021-02-24,22,Standard
D01292,Metroville,2022-08-05,4,XL
D01293,Metroville,2021-12-25,12,Standard
D01294,Capital City,2021-02-05,23,Electric
D01295,Capital City,2020-06-16,30,Standard
D01296,Metroville,2020-01-17,36,Standard
D01297,Capital City,2020-07-30,29,Standard
D01298,Metroville,2022-11-19,1,XL
D01299,Capital City,2020-10-01,27,Premium
D01300,Metroville,2021-05-10,20,Standard
D01301,Capital City,2022-12-19,0,Standard
D01302,Metroville,2020-10-25,26,Standard
D01303,Capital City,2022-11-24,1,Standard
D01304,Capital City,2022-12-15,0,Standard
D01305,Metroville,2021-09-27,15,Electric
D01306,Metroville,2021-03-12,22,Premium
D01307,Metroville,2020-08-10,29,Standard
D01308,Capital City,2022-02-27,10,XL
D01309,Capital City,2021-07-20,17,Standard
D01310,Metroville,2021-10-02,15,Electric
D01311,Metroville,2021-03-04,22,XL
D01312,Metroville,2020-01-07,36,Electric
D01313,Capital City,2020-06-08,31,Standard
D01314,Capital City,2021-11-17,13,Standard
D01315,Metroville,2021-01-05,24,Standard
D01316,Metroville,2022-02-23,10,Standard
D01317,Metroville,2021-12-11,12,Standard
D01318,Metroville,2022-03-04,10,Standard
D01319,Metroville,2021-11-05,14,Premium
D01320,Capital City,2021-04-10,21,XL
D01321,Metroville,2021-12-26,12,Standard
D01322,Capital City,2022-06-09,6,Premium
D01323,Metroville,2022-11-09,1,Premium
D01324,Metroville,2020-01-05,36,Standard
D01325,Capital City,2022-10-13,2,Standard
D01326,Metroville,2022-04-16,8,Standard
D01327,Metroville,2021-01-18,23,Standard
D01328,Metroville,2022-08-13,4,Electric
D01329,Capital City,2021-03-02,22,Standard
D01330,Metroville,2021-03-27,21,Standard
D01331,Capital City,2021-09-17,15,Standard
D01332,Metroville,2021-10-31,14,Standard
D01333,Metroville,2021-11-14,13,Premium
D01334,Capital City,2021-04-21,20,XL
D01335,Metroville,2022-02-01,11,Premium
D01336,Metroville,2020-08-16,28,Standard
D01337,Metroville,2021-06-25,18,Standard
D01338,Metroville,2021-09-11,15,XL
D01339,Metroville,2021-10-14,14,Standard
D01340,Capital City,2021-01-04,24,Standard
D01341,Capital City,2022-11-07,1,XL
D01342,Metroville,2022-03-26,9,Standard
D01343,Capital City,2020-07-15,30,XL
D01344,Metroville,2022-04-24,8,Standard
D01345,Metroville,2020-11-24,25,XL
D01346,Metroville,2022-11-10,1,Electric
D01347,Capital City,2020-07-06,30,XL
D01348,Capital City,2021-10-31,14,Standard
D01349,Metroville,2020-11-13,25,Standard
D01350,Metroville,2022-09-23,3,Standard
D01351,Capital City,2020-06-30,30,Standard
D01352,Capital City,2020-07-17,29,Standard
D01353,Metroville,2020-10-06,27,Standard
D01354,Capital City,2021-11-21,13,XL
D01355,Metroville,2021-11-06,14,Standard
D01356,Capital City,2020-11-13,25,Standard
D01357,Metroville,2022-04-21,8,Standard
D01358,Metroville,2022-06-25,6,Standard
D01359,Metroville,2022-01-08,11,Premium
D01360,Metroville,2020-02-29,34,Premium
D01361,Metroville,2020-02-09,35,Standard
D01362,Metroville,2022-04-27,8,Premium
D01363,Metroville,2022-02-02,11,Standard
D01364,Metroville,2021-10-29,14,Premium
D01365,Metroville,2022-04-30,8,Standard
D01366,Metroville,2020-04-05,33,Premium
D01367,Metroville,2020-12-29,24,XL
D01368,Capital City,2021-03-24,21,XL
D01369,Metroville,2020-09-03,28,Standard
D01370,Capital City,2021-12-06,13,Standard
D01371,Metroville,2021-10-28,14,Standard
D01372,Capital City,2022-06-30,6,Standard
D01373,Metroville,2020-02-28,34,Premium
D01374,Metroville,2020-12-26,24,Electric
D01375,Metroville,2020-04-28,32,Premium
D01376,Metroville,2021-07-28,17,XL
D01377,Capital City,2020-02-25,34,XL
D01378,Capital City,2022-05-17,7,Standard
D01379,Capital City,2020-06-10,31,Premium
D01380,Capital City,2022-11-29,1,Premium
D01381,Metroville,2022-12-18,0,Premium
D01382,Metroville,2020-11-14,25,Premium
D01383,Metroville,2020-08-24,28,Standard
D01384,Capital City,2020-10-04,27,Electric
D01385,Capital City,2022-06-11,6,XL
D01386,Capital City,2021-01-05,24,Premium
D01387,Metroville,2020-12-24,24,Electric
D01388,Capital City,2021-04-07,21,Premium
D01389,Capital City,2022-08-21,4,Standard
D01390,Metroville,2020-07-26,29,Electric
D01391,Metroville,2021-04-26,20,Premium
D01392,Metroville,2021-09-19,15,Premium
D01393,Capital City,2022-07-13,5,Premium
D01394,Metroville,2020-10-25,26,Standard
D01395,Capital City,2020-05-11,32,Electric
D01396,Metroville,2022-11-30,1,Standard
D01397,Metroville,2021-06-18,18,Electric
D01398,Capital City,2021-03-10,22,Electric
D01399,Metroville,2022-10-01,3,Standard
D01400,Capital City,2022-03-19,9,Standard
D01401,Metroville,2021-08-10,16,Standard
D01402,Metroville,2022-01-03,12,Standard
D01403,Metroville,2022-12-14,0,Standard
D01404,Metroville,2022-04-14,8,XL
D01405,Metroville,2020-02-04,35,Standard
D01406,Metroville,2022-02-17,10,Standard
D01407,Capital City,2022-03-20,9,XL
D01408,Capital City,2020-05-14,32,Standard
D01409,Metroville,2022-10-14,2,Standard
D01410,Capital City,2022-08-29,4,Premium
D01411,Metroville,2021-10-29,14,Standard
D01412,Metroville,2021-05-11,20,Standard
D01413,Capital City,2020-12-01,25,Standard
D01414,Capital City,2020-09-04,28,Standard
D01415,Metroville,2022-02-13,10,Standard
D01416,Capital City,2020-08-26,28,Standard
D01417,Metroville,2022-01-13,11,XL
D01418,Metroville,2022-01-09,11,Standard
D01419,Metroville,2020-02-04,35,Premium
D01420,Metroville,2022-02-25,10,Premium
D01421,Metroville,2021-12-26,12,Standard
D01422,Capital City,2020-12-15,24,Premium
D01423,Capital City,2022-05-22,7,Standard
D01424,Metroville,2022-02-03,11,Premium
D01425,Metroville,2022-11-01,2,Standard
D01426,Metroville,2020-03-19,33,Standard
D01427,Metroville,2021-11-10,13,Electric
D01428,Capital City,2021-04-15,20,Electric
D01429,Capital City,2020-09-27,27,Standard
D01430,Metroville,2020-11-28,25,Standard
D01431,Capital City,2021-07-07,18,Standard
D01432,Metroville,2021-03-15,21,Standard
D01433,Metroville,2022-11-04,1,Standard
D01434,Metroville,2022-11-10,1,XL
D01435,Metroville,2021-02-21,22,Electric
D01436,Metroville,2022-11-04,1,Electric
D01437,Metroville,2020-05-13,32,Premium
D01438,Metroville,2022-10-23,2,Premium
D01439,Capital City,2022-03-12,9,Standard
D01440,Metroville,2020-09-19,27,Standard
D01441,Metroville,2022-09-28,3,Standard
D01442,Capital City,2020-11-20,25,Standard
D01443,Capital City,2020-01-22,35,XL
D01444,Capital City,2022-01-19,11,Standard
D01445,Metroville,2022-02-12,10,Standard
D01446,Metroville,2022-06-10,6,Standard
D01447,Capital City,2022-12-02,1,Premium
D01448,Metroville,2021-01-17,23,Standard
D01449,Metroville,2021-10-02,15,Electric
D01450,Capital City,2022-06-27,6,Standard
D01451,Metroville,2020-08-25,28,Standard
D01452,Metroville,2022-08-19,4,Standard
D01453,Capital City,2022-05-16,7,Standard
D01454,Capital City,2020-05-02,32,Standard
D01455,Capital City,2020-05-25,31,Premium
D01456,Metroville,2020-09-03,28,Premium
D01457,Metroville,2020-07-14,30,Standard
D01458,Metroville,2022-04-01,9,Standard
D01459,Metroville,2022-12-31,0,Premium
D01460,Metroville,2021-04-04,21,Standard
D01461,Capital City,2020-05-01,32,Premium
D01462,Metroville,2020-05-15,32,Standard
D01463,Metroville,2021-07-24,17,Standard
D01464,Capital City,2022-04-14,8,Standard
D01465,Metroville,2021-03-11,22,Electric
D01466,Capital City,2020-12-14,24,Standard
D01467,Capital City,2022-06-18,6,XL
D01468,Metroville,2020-04-28,32,XL
D01469,Metroville,2020-03-28,33,XL
D01470,Capital City,2021-11-26,13,Standard
D01471,Capital City,2022-04-19,8,Premium
D01472,Capital City,2021-10-09,14,XL
D01473,Metroville,2020-02-12,35,Premium
D01474,Capital City,2022-04-11,8,Premium
D01475,Capital City,2022-03-15,9,Standard
D01476,Metroville,2021-09-27,15,XL
D01477,Capital City,2022-07-17,5,Standard
D01478,Metroville,2022-06-21,6,XL
D01479,Capital City,2020-09-26,27,Premium
D01480,Metroville,2021-06-02,19,Premium
D01481,Capital City,2022-05-31,7,Premium
D01482,Capital City,2021-08-08,17,Standard
D01483,Capital City,2021-09-25,15,XL
D01484,Metroville,2021-08-06,17,Electric
D01485,Capital City,2021-12-19,12,XL
D01486,Metroville,2021-04-25,20,Standard
D01487,Metroville,2021-02-27,22,Standard
D01488,Metroville,2020-05-30,31,Standard
D01489,Metroville,2020-02-02,35,Electric
D01490,Metroville,2020-02-08,35,Standard
D01491,Metroville,2021-07-04,18,Standard
D01492,Capital City,2022-04-07,8,Standard
D01493,Capital City,2021-03-01,22,Premium
D01494,Metroville,2020-08-20,28,Standard
D01495,Metroville,2020-11-25,25,Standard
D01496,Metroville,2022-03-10,9,XL
D01497,Metroville,2022-10-23,2,Standard
D01498,Metroville,2020-11-04,26,Premium
D01499,Metroville,2022-09-25,3,Standard
D01500,Capital City,2021-11-22,13,Standard
D01501,Metroville,2021-12-24,12,Standard
D01502,Capital City,2022-12-03,0,Standard
D01503,Metroville,2022-03-15,9,Electric
D01504,Metroville,2022-10-24,2,Premium
D01505,Metroville,2021-09-01,16,Standard
D01506,Capital City,2022-02-04,11,Electric
D01507,Metroville,2020-10-11,27,Premium
D01508,Capital City,2021-03-12,22,Standard
D01509,Capital City,2022-12-09,0,Standard
D01510,Metroville,2020-04-22,32,Standard
D01511,Capital City,2020-04-16,33,Standard
D01512,Capital City,2021-01-27,23,Standard
D01513,Metroville,2021-12-13,12,Premium
D01514,Capital City,2020-09-23,27,Standard
D01515,Metroville,2020-06-20,30,Electric
D01516,Metroville,2021-10-19,14,Premium
D01517,Capital City,2020-06-17,30,Premium
D01518,Capital City,2021-07-12,17,Premium
D01519,Metroville,2020-07-15,30,Standard
D01520,Metroville,2022-05-05,8,Standard
D01521,Capital City,2021-06-08,19,Standard
D01522,Capital City,2020-02-13,35,Premium
D01523,Capital City,2021-02-10,23,Standard
D01524,Capital City,2021-02-10,23,Standard
D01525,Capital City,2021-12-16,12,Standard
D01526,Capital City,2021-07-28,17,Standard
D01527,Metroville,2021-02-02,23,Standard
D01528,Capital City,2020-04-08,33,Premium
D01529,Metroville,2020-06-11,31,Standard
D01530,Metroville,2022-06-18,6,Standard
D01531,Metroville,2021-01-30,23,Standard
D01532,Capital City,2020-02-03,35,Standard
D01533,Capital City,2021-07-12,17,Standard
D01534,Capital City,2022-08-25,4,Premium
D01535,Metroville,2020-12-14,24,Standard
D01536,Metroville,2020-08-11,29,Standard
D01537,Metroville,2022-11-10,1,Standard
D01538,Metroville,2022-04-18,8,Standard
D01539,Metroville,2022-06-22,6,Standard
D01540,Metroville,2021-09-23,15,Premium
D01541,Capital City,2020-06-09,31,Electric
D01542,Metroville,2022-05-19,7,Standard
D01543,Metroville,2022-04-30,8,Standard
D01544,Capital City,2021-05-06,20,Standard
D01545,Capital City,2022-04-18,8,Premium
D01546,Capital City,2021-01-20,23,Standard
D01547,Metroville,2021-04-13,20,Standard
D01548,Metroville,2020-06-19,30,Electric
D01549,Metroville,2020-07-22,29,Standard
D01550,Metroville,2022-07-16,5,Standard
D01551,Metroville,2020-03-04,34,Standard
D01552,Capital City,2021-12-24,12,Electric
D01553,Metroville,2020-10-09,27,Standard
D01554,Metroville,2020-02-20,34,XL
D01555,Metroville,2021-11-28,13,Electric
D01556,Metroville,2022-03-17,9,Standard
D01557,Metroville,2021-10-04,15,Electric
D01558,Metroville,2022-11-28,1,Standard
D01559,Metroville,2021-11-21,13,Standard
D01560,Metroville,2021-01-07,24,XL
D01561,Capital City,2020-01-21,35,Electric
D01562,Metroville,2022-02-25,10,Standard
D01563,Metroville,2020-01-11,36,Standard
D01564,Capital City,2020-01-22,35,Standard
D01565,Capital City,2022-09-27,3,XL
D01566,Metroville,2020-01-06,36,Premium
D01567,Metroville,2020-12-20,24,Standard
D01568,Metroville,2021-09-17,15,Electric
D01569,Metroville,2020-01-10,36,Premium
D01570,Capital City,2022-01-25,11,XL
D01571,Capital City,2020-11-26,25,Standard
D01572,Capital City,2022-02-10,10,Standard
D01573,Metroville,2022-06-10,6,Standard
D01574,Metroville,2022-01-27,11,Electric
D01575,Metroville,2021-09-25,15,Standard
D01576,Metroville,2022-02-24,10,Standard
D01577,Metroville,2020-08-16,28,Standard
D01578,Capital City,2021-11-13,13,Standard
D01579,Metroville,2021-06-10,19,Standard
D01580,Metroville,2022-09-23,3,Electric
D01581,Metroville,2020-10-03,27,Standard
D01582,Metroville,2021-05-04,20,XL
D01583,Metroville,2020-10-25,26,Standard
D01584,Metroville,2020-01-29,35,Electric
D01585,Capital City,2020-08-22,28,Standard
D01586,Capital City,2020-05-01,32,Standard
D01587,Metroville,2020-05-18,31,Standard
D01588,Capital City,2021-03-13,21,Standard
D01589,Capital City,2022-03-29,9,Standard
D01590,Capital City,2021-04-27,20,Standard
D01591,Metroville,2023-01-01,0,Standard
D01592,Metroville,2022-08-01,5,Standard
D01593,Metroville,2021-08-05,17,Electric
D01594,Metroville,2021-04-03,21,Standard
D01595,Metroville,2021-10-31,14,Standard
D01596,Metroville,2022-08-18,4,XL
D01597,Metroville,2022-09-02,4,XL
D01598,Metroville,2020-09-13,28,Electric
D01599,Metroville,2022-03-20,9,Standard
D01600,Metroville,2022-03-13,9,Electric
D01601,Capital City,2020-04-22,32,Standard
D01602,Metroville,2022-02-07,10,Electric
D01603,Metroville,2021-08-23,16,Standard
D01604,Capital City,2020-10-22,26,XL
D01605,Capital City,2022-02-09,10,Electric
D01606,Metroville,2020-08-26,28,Standard
D01607,Capital City,2020-10-23,26,Premium
D01608,Capital City,2021-12-01,13,Electric
D01609,Metroville,2021-08-10,16,Standard
D01610,Metroville,2021-01-14,23,Premium
D01611,Metroville,2022-08-10,4,XL
D01612,Metroville,2021-09-25,15,Standard
D01613,Metroville,2021-06-15,18,Premium
D01614,Metroville,2022-03-20,9,Premium
D01615,Metroville,2020-10-01,27,Standard
D01616,Metroville,2022-04-24,8,Premium
D01617,Metroville,2022-02-25,10,Electric
D01618,Metroville,2021-11-06,14,Standard
D01619,Metroville,2020-07-07,30,Standard
D01620,Metroville,2022-03-16,9,Standard
D01621,Capital City,2021-06-16,18,Standard
D01622,Metroville,2021-03-02,22,Standard
D01623,Metroville,2022-12-10,0,Standard
D01624,Capital City,2022-05-06,8,Premium
D01625,Capital City,2020-01-31,35,Standard
D01626,Metroville,2021-04-04,21,Standard
D01627,Metroville,2020-01-24,35,Standard
D01628,Metroville,2022-06-05,7,XL
D01629,Capital City,2020-05-12,32,Standard
D01630,Capital City,2021-09-13,15,Premium
D01631,Metroville,2020-07-18,29,Electric
D01632,Metroville,2021-04-30,20,Premium
D01633,Metroville,2022-04-21,8,Standard
D01634,Metroville,2020-06-15,31,XL
D01635,Metroville,2022-02-21,10,Standard
D01636,Metroville,2022-08-10,4,Standard
D01637,Capital City,2021-02-01,23,XL
D01638,Capital City,2021-06-23,18,Premium
D01639,Capital City,2022-10-10,2,Premium
D01640,Capital City,2020-11-11,26,Standard
D01641,Metroville,2021-07-27,17,Electric
D01642,Capital City,2022-05-15,7,XL
D01643,Metroville,2020-05-21,31,XL
D01644,Capital City,2020-08-12,29,Standard
D01645,Metroville,2022-01-22,11,Standard
D01646,Capital City,2020-04-09,33,Premium
D01647,Capital City,2021-05-15,19,Standard
D01648,Capital City,2021-09-28,15,Standard
D01649,Metroville,2020-01-27,35,Standard
D01650,Capital City,2022-06-04,7,Standard
D01651,Metroville,2022-07-04,6,Standard
D01652,Metroville,2020-12-20,24,XL
D01653,Metroville,2021-08-25,16,Premium
D01654,Capital City,2020-03-25,33,Standard
D01655,Capital City,2020-07-30,29,Standard
D01656,Capital City,2020-08-21,28,Standard
D01657,Capital City,2022-09-07,3,Premium
D01658,Metroville,2022-05-31,7,Standard
D01659,Metroville,2021-06-07,19,Standard
D01660,Metroville,2021-06-16,18,Electric
D01661,Metroville,2021-08-04,17,Standard
D01662,Metroville,2020-02-26,34,Standard
D01663,Metroville,2021-02-27,22,Electric
D01664,Capital City,2020-08-25,28,Standard
D01665,Metroville,2021-08-05,17,Standard
D01666,Capital City,2021-01-01,24,Premium
D01667,Capital City,2022-07-15,5,Standard
D01668,Capital City,2022-12-06,0,Standard
D01669,Metroville,2022-06-08,6,Electric
D01670,Metroville,2020-04-12,33,Standard
D01671,Metroville,2021-08-22,16,Standard
D01672,Metroville,2020-03-24,33,Standard
D01673,Metroville,2021-10-05,15,XL
D01674,Metroville,2020-07-27,29,Premium
D01675,Metroville,2021-07-06,18,Standard
D01676,Metroville,2022-06-03,7,Premium
D01677,Capital City,2020-04-07,33,Standard
D01678,Capital City,2020-11-23,25,XL
D01679,Metroville,2020-02-04,35,Premium
D01680,Metroville,2020-11-09,26,Standard
D01681,Metroville,2022-10-07,2,Electric
D01682,Metroville,2022-05-26,7,Electric
D01683,Capital City,2022-06-14,6,Standard
D01684,Metroville,2022-06-21,6,Premium
D01685,Metroville,2022-05-06,8,Standard
D01686,Capital City,2021-08-31,16,XL
D01687,Capital City,2020-12-24,24,Standard
D01688,Metroville,2020-08-21,28,Electric
D01689,Capital City,2020-10-17,26,Standard
D01690,Capital City,2022-10-12,2,Standard
D01691,Metroville,2021-01-20,23,Standard
D01692,Metroville,2020-07-14,30,XL
D01693,Metroville,2020-06-02,31,Standard
D01694,Capital City,2020-01-27,35,XL
D01695,Metroville,2022-10-17,2,Premium
D01696,Capital City,2020-10-07,27,Premium
D01697,Capital City,2020-07-31,29,Standard
D01698,Metroville,2022-11-10,1,XL
D01699,Capital City,2021-10-16,14,Standard
D01700,Metroville,2021-12-27,12,XL
D01701,Metroville,2022-11-13,1,Standard
D01702,Metroville,2021-02-27,22,Standard
D01703,Metroville,2022-06-13,6,Standard
D01704,Metroville,2021-05-13,19,Electric
D01705,Capital City,2020-09-09,28,Electric
D01706,Capital City,2022-11-04,1,Premium
D01707,Metroville,2020-06-10,31,Standard
D01708,Metroville,2021-07-31,17,Standard
D01709,Metroville,2020-12-28,24,Electric
D01710,Metroville,2021-01-27,23,Standard
D01711,Capital City,2021-01-10,24,Standard
D01712,Capital City,2021-08-10,16,Standard
D01713,Metroville,2021-06-14,18,Electric
D01714,Capital City,2020-07-02,30,Standard
D01715,Metroville,2022-09-26,3,Premium
D01716,Metroville,2021-03-08,22,XL
D01717,Capital City,2020-06-07,31,Standard
D01718,Capital City,2021-07-12,17,XL
D01719,Metroville,2022-02-07,10,Electric
D01720,Capital City,2021-10-30,14,Standard
D01721,Capital City,2021-03-13,21,Standard
D01722,Metroville,2020-10-02,27,XL
D01723,Metroville,2021-01-18,23,XL
D01724,Metroville,2022-01-14,11,Standard
D01725,Capital City,2020-03-14,34,Electric
D01726,Capital City,2022-07-03,6,XL
D01727,Metroville,2021-02-17,22,XL
D01728,Metroville,2021-01-11,24,Standard
D01729,Metroville,2021-09-22,15,XL
D01730,Metroville,2021-03-24,21,Standard
D01731,Metroville,2021-04-15,20,Standard
D01732,Capital City,2022-06-08,6,Standard
D01733,Metroville,2022-06-30,6,Standard
D01734,Metroville,2020-09-22,27,Standard
D01735,Metroville,2021-04-01,21,Standard
D01736,Metroville,2020-03-19,33,XL
D01737,Capital City,2021-12-16,12,Standard
D01738,Metroville,2020-11-09,26,XL
D01739,Metroville,2021-11-13,13,Standard
D01740,Metroville,2021-07-08,18,Electric
D01741,Capital City,2020-04-12,33,Standard
D01742,Metroville,2021-01-13,23,Standard
D01743,Metroville,2021-02-10,23,Standard
D01744,Capital City,2020-07-19,29,Standard
D01745,Metroville,2020-12-22,24,Standard
D01746,Metroville,2022-02-09,10,Electric
D01747,Metroville,2022-01-21,11,Standard
D01748,Metroville,2021-03-11,22,Standard
D01749,Capital City,2022-11-30,1,Standard
D01750,Metroville,2022-05-18,7,Standard
D01751,Capital City,2021-12-09,12,Premium
D01752,Capital City,2021-04-06,21,Standard
D01753,Capital City,2020-03-01,34,Standard
D01754,Metroville,2021-05-05,20,Premium
D01755,Metroville,2022-01-02,12,Standard
D01756,Metroville,2020-10-08,27,Standard
D01757,Metroville,2022-07-30,5,Premium
D01758,Metroville,2021-11-21,13,Premium
D01759,Capital City,2022-06-24,6,Standard
D01760,Metroville,2022-06-30,6,XL
D01761,Capital City,2020-09-25,27,Standard
D01762,Metroville,2021-07-11,17,Premium
D01763,Metroville,2022-03-09,9,Premium
D01764,Metroville,2021-02-04,23,XL
D01765,Metroville,2020-01-06,36,Premium
D01766,Capital City,2021-01-07,24,Standard
D01767,Capital City,2020-10-11,27,Standard
D01768,Metroville,2022-04-04,9,Electric
D01769,Metroville,2020-11-04,26,Standard
D01770,Metroville,2022-06-03,7,Standard
D01771,Capital City,2021-05-10,20,Standard
D01772,Metroville,2022-07-17,5,Standard
D01773,Metroville,2021-03-09,22,Standard
D01774,Capital City,2021-09-28,15,Standard
D01775,Metroville,2020-07-09,30,XL
D01776,Metroville,2022-10-10,2,Standard
D01777,Capital City,2021-08-16,16,Standard
D01778,Metroville,2022-02-18,10,Standard
D01779,Metroville,2021-06-20,18,Standard
D01780,Capital City,2022-11-09,1,Standard
D01781,Capital City,2020-03-25,33,XL
D01782,Capital City,2021-09-29,15,Standard
D01783,Metroville,2021-10-10,14,Standard
D01784,Capital City,2021-08-17,16,Standard
D01785,Capital City,2021-09-26,15,Standard
D01786,Capital City,2020-07-14,30,Standard
D01787,Capital City,2021-10-16,14,Standard
D01788,Capital City,2022-03-10,9,Standard
D01789,Capital City,2022-12-07,0,Premium
D01790,Metroville,2021-05-04,20,Standard
D01791,Metroville,2021-08-20,16,Standard
D01792,Capital City,2022-11-20,1,Standard
D01793,Metroville,2020-04-17,32,Premium
D01794,Metroville,2020-07-17,29,Electric
D01795,Metroville,2020-09-05,28,Standard
D01796,Metroville,2021-12-04,13,Standard
D01797,Metroville,2020-09-09,28,Standard
D01798,Metroville,2021-12-16,12,Standard
D01799,Metroville,2020-02-04,35,Standard
D01800,Capital City,2020-10-05,27,Electric
D01801,Capital City,2020-10-31,26,XL
D01802,Capital City,2021-07-15,17,Standard
D01803,Metroville,2020-12-17,24,Standard
D01804,Capital City,2021-07-11,17,XL
D01805,Metroville,2020-08-01,29,Standard
D01806,Capital City,2020-12-04,25,Standard
D01807,Metroville,2020-12-16,24,Standard
D01808,Capital City,2021-09-08,16,Standard
D01809,Metroville,2021-03-17,21,Standard
D01810,Metroville,2020-12-31,24,Standard
D01811,Metroville,2022-07-28,5,Standard
D01812,Metroville,2022-04-01,9,Standard
D01813,Metroville,2021-03-14,21,XL
D01814,Metroville,2021-08-14,16,Standard
D01815,Capital City,2022-04-13,8,Standard
D01816,Metroville,2022-06-18,6,Standard
D01817,Capital City,2020-02-27,34,XL
D01818,Metroville,2020-05-02,32,Premium
D01819,Metroville,2021-03-30,21,Electric
D01820,Metroville,2022-06-01,7,XL
D01821,Metroville,2021-09-22,15,Standard
D01822,Metroville,2021-01-18,23,Premium
D01823,Capital City,2021-09-30,15,Standard
D01824,Capital City,2020-05-24,31,Premium
D01825,Capital City,2021-06-29,18,Standard
D01826,Metroville,2022-09-15,3,Standard
D01827,Metroville,2020-06-03,31,Premium
D01828,Capital City,2020-07-19,29,Premium
D01829,Metroville,2020-03-19,33,Premium
D01830,Metroville,2020-07-22,29,Electric
D01831,Metroville,2022-08-22,4,Premium
D01832,Capital City,2022-01-16,11,Electric
D01833,Metroville,2022-11-17,1,Standard
D01834,Metroville,2020-06-27,30,Standard
D01835,Capital City,2022-09-06,3,Electric
D01836,Metroville,2021-01-20,23,Standard
D01837,Capital City,2020-04-30,32,Standard
D01838,Metroville,2022-03-05,10,XL
D01839,Capital City,2022-08-24,4,Standard
D01840,Metroville,2021-01-06,24,Standard
D01841,Metroville,2022-08-21,4,Standard
D01842,Metroville,2021-06-15,18,XL
D01843,Capital City,2021-08-03,17,XL
D01844,Metroville,2022-11-06,1,Standard
D01845,Capital City,2020-04-01,33,Premium
D01846,Capital City,2020-08-02,29,Electric
D01847,Capital City,2022-04-03,9,Standard
D01848,Metroville,2020-10-12,27,Standard
D01849,Capital City,2021-10-18,14,Standard
D01850,Capital City,2020-06-20,30,Standard
D01851,Capital City,2021-04-07,21,Standard
D01852,Metroville,2021-04-18,20,XL
D01853,Metroville,2021-02-24,22,Standard
D01854,Metroville,2021-09-12,15,XL
D01855,Capital City,2020-02-26,34,Electric
D01856,Capital City,2020-09-20,27,Premium
D01857,Metroville,2022-03-12,9,Standard
D01858,Metroville,2021-03-28,21,Standard
D01859,Capital City,2022-12-19,0,Standard
D01860,Metroville,2022-09-15,3,Standard
D01861,Metroville,2020-12-29,24,Premium
D01862,Metroville,2022-05-01,8,Premium
D01863,Metroville,2022-08-09,4,Electric
D01864,Metroville,2022-08-24,4,Standard
D01865,Capital City,2020-01-13,36,Standard
D01866,Metroville,2020-09-06,28,Standard
D01867,Metroville,2022-02-05,11,XL
D01868,Metroville,2021-11-29,13,Premium
D01869,Metroville,2021-08-10,16,Standard
D01870,Metroville,2021-12-30,12,XL
D01871,Metroville,2021-12-26,12,Electric
D01872,Metroville,2022-11-02,2,Premium
D01873,Capital City,2020-03-24,33,Standard
D01874,Capital City,2022-05-02,8,Standard
D01875,Metroville,2021-02-21,22,Standard
D01876,Capital City,2022-07-03,6,Standard
D01877,Metroville,2022-06-23,6,Electric
D01878,Metroville,2020-09-27,27,Standard
D01879,Capital City,2020-10-30,26,Standard
D01880,Metroville,2020-09-19,27,XL
D01881,Metroville,2020-11-12,26,Standard
D01882,Metroville,2020-05-05,32,Premium
D01883,Metroville,2022-03-24,9,Standard
D01884,Metroville,2021-01-28,23,Standard
D01885,Capital City,2021-12-23,12,Standard
D01886,Capital City,2022-06-19,6,Standard
D01887,Metroville,2021-04-04,21,Standard
D01888,Metroville,2021-01-04,24,Standard
D01889,Capital City,2022-01-03,12,Premium
D01890,Metroville,2020-08-03,29,Premium
D01891,Capital City,2021-08-03,17,Standard
D01892,Metroville,2020-03-14,34,Premium
D01893,Metroville,2022-06-30,6,XL
D01894,Capital City,2021-12-20,12,Standard
D01895,Capital City,2021-07-17,17,Standard
D01896,Metroville,2020-10-01,27,Standard
D01897,Metroville,2021-11-17,13,Standard
D01898,Metroville,2021-09-24,15,Premium
D01899,Metroville,2021-01-12,23,Standard
D01900,Metroville,2022-07-18,5,Standard
D01901,Metroville,2021-02-05,23,Premium
D01902,Metroville,2020-06-20,30,Premium
D01903,Metroville,2022-06-23,6,Premium
D01904,Metroville,2020-01-25,35,Standard
D01905,Capital City,2021-07-23,17,Standard
D01906,Capital City,2022-11-21,1,Premium
D01907,Metroville,2022-08-30,4,XL
D01908,Capital City,2022-09-02,4,Standard
D01909,Metroville,2020-11-28,25,Standard
D01910,Metroville,2022-06-20,6,Standard
D01911,Capital City,2022-01-21,11,Premium
D01912,Capital City,2022-12-29,0,Premium
D01913,Metroville,2020-01-14,36,Standard
D01914,Capital City,2022-12-07,0,Standard
D01915,Capital City,2022-12-23,0,Standard
D01916,Metroville,2021-03-03,22,Standard
D01917,Metroville,2020-11-05,26,Standard
