ride_id,rider_id,driver_id,city,zone,request_time,pickup_time,completion_time,distance_km,fare,surge_multiplier,wait_time,trip_duration,status,cancellation_reason
REQ0025799,R011442,D02675,Metroville,Residential North,2023-03-27 17:45:22,2023-03-27 17:53:16,2023-03-27 18:40:28,22.9,44.47,1.2,7.9,47.2,Completed,
REQ0025800,R008085,D01452,Metroville,Suburbs,2023-02-14 08:00:08,2023-02-14 08:03:14,2023-02-14 09:06:44,24.5,53.85,1.3,3.1,63.5,Completed,
REQ0025801,R001289,D00789,Capital City,Westside,2023-01-11 08:09:43,2023-01-11 08:16:55,2023-01-11 09:23:01,15.5,37.22,1.2,7.2,66.1,Completed,
REQ0025802,R010438,D00531,Metroville,Downtown,2023-01-29 15:16:48,2023-01-29 15:24:36,2023-01-29 16:04:54,16.5,39.68,1.4,7.8,40.3,Completed,
REQ0025803,R013574,D00706,Capital City,University Area,2023-01-19 19:50:17,2023-01-19 19:53:23,2023-01-19 20:14:23,15.2,31.06,1.3,3.1,21.0,Completed,
REQ0025804,R014122,D00182,Metroville,Downtown,2023-03-31 14:46:40,2023-03-31 14:50:28,2023-03-31 15:12:28,9.3,20.35,1.2,3.8,22.0,Completed,
REQ0025805,R014882,D01771,Capital City,Central Business District,2023-03-10 07:58:31,2023-03-10 08:05:31,2023-03-10 08:24:49,10.4,26.81,1.5,7.0,19.3,Completed,
REQ0025806,R000198,D01805,Metroville,Suburbs,2023-02-15 08:14:34,2023-02-15 08:20:10,2023-02-15 08:39:58,7.6,16.05,1.1,5.6,19.8,Completed,
REQ0025807,R004449,D00283,Metroville,Residential North,2023-03-08 17:38:12,,,,,1.4,3.9,,Cancelled_Driver,Vehicle issue
REQ0025808,R007347,D02971,Capital City,University Area,2023-03-19 23:03:20,,,,,1.2,6.1,,Cancelled_Driver,Rider no-show
REQ0025809,R003286,D00479,Metroville,Suburbs,2023-03-24 17:49:40,2023-03-24 17:54:52,2023-03-24 18:11:28,8.4,21.1,1.4,5.2,16.6,Completed,
REQ0025810,R000228,D01183,Metroville,Downtown,2023-01-29 15:29:39,2023-01-29 15:34:51,2023-01-29 15:51:21,11.7,20.92,1.1,5.2,16.5,Completed,
REQ0025811,R002725,D02594,Metroville,Tech Park,2023-01-22 19:06:21,2023-01-22 19:10:03,2023-01-22 19:41:15,21.8,46.68,1.4,3.7,31.2,Completed,
REQ0025812,R008012,D01985,Metroville,Tech Park,2023-03-30 10:40:35,2023-03-30 10:47:47,2023-03-30 11:01:29,7.4,14.78,1.1,7.2,13.7,Completed,
REQ0025813,R002001,D01943,Metroville,Residential North,2023-03-02 10:31:52,2023-03-02 10:35:22,2023-03-02 11:28:34,23.7,38.92,1.0,3.5,53.2,Completed,
REQ0025814,R009526,D00228,Metroville,Suburbs,2023-03-16 18:45:47,2023-03-16 18:50:47,2023-03-16 18:59:11,3.4,10.19,1.3,5.0,8.4,Completed,
REQ0025815,R005537,D02436,Metroville,Tech Park,2023-03-06 19:51:30,2023-03-06 20:04:00,2023-03-06 20:06:06,1.5,9.23,2.0,12.5,2.1,Completed,
REQ0025816,R005478,D00668,Capital City,Central Business District,2023-01-31 12:06:44,2023-01-31 12:12:56,2023-01-31 12:38:14,16.3,28.44,1.1,6.2,25.3,Completed,
REQ0025817,R000158,D00481,Capital City,Industrial Zone,2023-03-08 10:24:57,2023-03-08 10:31:51,2023-03-08 11:38:15,24.7,42.1,1.0,6.9,66.4,Completed,
REQ0025818,R001848,D02759,Metroville,Downtown,2023-01-10 17:22:41,2023-01-10 17:30:11,2023-01-10 18:08:17,14.3,27.91,1.1,7.5,38.1,Completed,
REQ0025819,R002964,D00093,Capital City,Central Business District,2023-02-26 16:58:25,2023-02-26 17:04:25,2023-02-26 17:29:13,15.8,37.77,1.5,6.0,24.8,Completed,
REQ0025820,R012863,D02575,Metroville,Residential North,2023-03-06 07:55:23,2023-03-06 07:57:35,2023-03-06 08:31:23,19.1,36.59,1.2,2.2,33.8,Completed,
REQ0025821,R011411,D01931,Metroville,Tech Park,2023-01-09 12:54:32,2023-01-09 12:58:20,2023-01-09 13:19:20,12.2,26.38,1.3,3.8,21.0,Completed,
REQ0025822,R010368,D02351,Metroville,Tech Park,2023-02-07 07:10:10,2023-02-07 07:17:40,2023-02-07 07:37:04,12.3,30.25,1.5,7.5,19.4,Completed,
REQ0025823,R014487,D00085,Capital City,Industrial Zone,2023-03-01 09:11:57,2023-03-01 09:18:03,2023-03-01 09:21:57,1.5,6.35,1.3,6.1,3.9,Completed,
REQ0025824,R002344,D02062,Metroville,Airport,2023-03-16 20:21:36,2023-03-16 20:24:48,2023-03-16 20:52:12,16.1,28.52,1.1,3.2,27.4,Completed,
REQ0025825,R004435,D00127,Capital City,Industrial Zone,2023-02-24 17:52:47,2023-02-24 17:59:11,2023-02-24 18:51:35,13.0,31.15,1.2,6.4,52.4,Completed,
REQ0025826,R014049,D02069,Metroville,Tech Park,2023-01-07 15:00:07,2023-01-07 15:06:01,2023-01-07 15:21:49,7.3,14.99,1.1,5.9,15.8,Completed,
REQ0025827,R008214,D02525,Metroville,Downtown,2023-01-10 19:42:25,2023-01-10 19:46:19,2023-01-10 20:07:13,12.3,28.55,1.4,3.9,20.9,Completed,
REQ0025828,R009977,D00308,Capital City,University Area,2023-02-18 20:31:57,2023-02-18 20:35:39,2023-02-18 21:05:03,17.5,39.07,1.4,3.7,29.4,Completed,
REQ0025829,R013337,D02486,Capital City,Westside,2023-02-16 22:54:43,2023-02-16 23:02:43,2023-02-16 23:33:25,21.2,32.54,1.0,8.0,30.7,Completed,
REQ0025830,R013566,D02919,Capital City,Central Business District,2023-02-06 22:44:29,2023-02-06 22:47:59,2023-02-06 23:09:11,15.3,24.04,1.0,3.5,21.2,Completed,
REQ0025831,R001208,D01940,Metroville,Suburbs,2023-01-19 20:51:59,2023-01-19 20:58:17,2023-01-19 21:19:29,11.7,19.72,1.0,6.3,21.2,Completed,
REQ0025832,R013946,D00351,Capital City,University Area,2023-03-11 23:59:05,2023-03-12 00:06:41,2023-03-12 00:08:59,1.4,5.43,1.2,7.6,2.3,Completed,
REQ0025833,R002988,D00619,Metroville,Suburbs,2023-02-14 03:48:10,2023-02-14 03:54:52,2023-02-14 04:14:46,14.3,22.64,1.0,6.7,19.9,Completed,
REQ0025834,R011768,D00188,Metroville,Suburbs,2023-01-31 11:47:21,2023-01-31 11:53:45,2023-01-31 11:58:57,3.7,7.72,1.0,6.4,5.2,Completed,
REQ0025835,R003880,D02990,Capital City,Central Business District,2023-01-12 05:42:15,2023-01-12 05:47:09,2023-01-12 06:26:15,16.0,27.56,1.0,4.9,39.1,Completed,
REQ0025836,R000001,D01456,Metroville,Airport,2023-02-17 19:24:00,2023-02-17 19:28:54,2023-02-17 19:55:42,16.8,40.02,1.5,4.9,26.8,Completed,
REQ0025837,R010854,D00763,Capital City,Central Business District,2023-01-21 01:32:15,2023-01-21 01:38:09,2023-01-21 01:50:39,9.3,15.54,1.0,5.9,12.5,Completed,
REQ0025838,R005194,D01907,Metroville,Tech Park,2023-03-19 03:38:22,2023-03-19 03:45:16,2023-03-19 04:15:22,20.8,31.98,1.0,6.9,30.1,Completed,
REQ0025839,R005361,D02254,Capital City,Industrial Zone,2023-01-15 04:54:18,2023-01-15 05:00:36,2023-01-15 05:08:48,5.9,10.81,1.0,6.3,8.2,Completed,
REQ0025840,R001457,D02917,Capital City,Westside,2023-01-16 16:21:36,2023-01-16 16:25:36,2023-01-16 16:36:54,7.9,16.41,1.2,4.0,11.3,Completed,
REQ0025841,R012316,D00269,Metroville,Suburbs,2023-02-19 20:41:54,2023-02-19 20:48:36,2023-02-19 20:56:42,4.5,11.85,1.3,6.7,8.1,Completed,
REQ0025842,R008697,D02823,Capital City,University Area,2023-03-20 17:15:11,2023-03-20 17:20:59,2023-03-20 18:55:17,22.2,60.6,1.4,5.8,94.3,Completed,
REQ0025843,R007148,D01952,Capital City,Industrial Zone,2023-02-01 16:58:27,2023-02-01 17:02:15,2023-02-01 17:12:51,5.5,10.69,1.0,3.8,10.6,Completed,
REQ0025844,R008668,D02249,Metroville,Downtown,2023-03-07 23:59:08,2023-03-08 00:04:20,2023-03-08 00:30:32,11.2,19.87,1.0,5.2,26.2,Completed,
REQ0025845,R002570,D01638,Capital City,Westside,2023-02-03 11:22:25,2023-02-03 11:28:01,2023-02-03 11:39:31,4.0,9.03,1.0,5.6,11.5,Completed,
REQ0025846,R004631,D02249,Metroville,Airport,2023-02-25 19:12:14,2023-02-25 19:18:56,2023-02-25 19:43:26,12.1,26.9,1.3,6.7,24.5,Completed,
REQ0025847,R000980,D00520,Capital City,University Area,2023-02-19 20:09:51,2023-02-19 20:16:57,2023-02-19 20:49:51,21.0,45.69,1.4,7.1,32.9,Completed,
REQ0025848,R013092,D00762,Capital City,Central Business District,2023-03-17 07:34:13,2023-03-17 07:40:19,2023-03-17 08:00:55,12.5,24.71,1.2,6.1,20.6,Completed,
REQ0025849,R002028,D02285,Capital City,University Area,2023-01-27 19:26:51,2023-01-27 19:30:39,2023-01-27 19:37:27,3.9,12.3,1.5,3.8,6.8,Completed,
REQ0025850,R007849,D00065,Capital City,Central Business District,2023-03-24 07:19:50,2023-03-24 07:22:56,2023-03-24 07:38:20,8.0,17.29,1.2,3.1,15.4,Completed,
REQ0025851,R004451,D00110,Metroville,Suburbs,2023-01-10 17:59:50,2023-01-10 18:04:20,2023-01-10 18:40:32,14.2,29.96,1.2,4.5,36.2,Completed,
REQ0025852,R001652,D01098,Metroville,Residential North,2023-01-10 15:22:21,2023-01-10 15:28:15,2023-01-10 15:35:51,4.6,9.16,1.0,5.9,7.6,Completed,
REQ0025853,R013638,D01768,Metroville,Airport,2023-03-04 11:29:20,2023-03-04 11:32:56,2023-03-04 11:42:56,4.8,10.74,1.1,3.6,10.0,Completed,
REQ0025854,R011489,D00330,Capital City,Central Business District,2023-01-17 02:48:27,2023-01-17 02:54:09,2023-01-17 03:26:45,21.1,32.71,1.0,5.7,32.6,Completed,
REQ0025855,R007148,D00019,Capital City,Central Business District,2023-03-26 12:28:48,2023-03-26 12:31:24,2023-03-26 12:35:42,3.0,9.44,1.4,2.6,4.3,Completed,
REQ0025856,R005196,D02542,Capital City,Industrial Zone,2023-02-13 10:44:30,2023-02-13 10:51:24,2023-02-13 10:57:06,3.8,7.91,1.0,6.9,5.7,Completed,
REQ0025857,R001059,,Metroville,Tech Park,2023-01-03 17:24:30,,,,,2.1,2.1,,Cancelled_Rider,Price too high
REQ0025858,R011052,D01527,Metroville,Airport,2023-02-02 07:33:23,2023-02-02 07:39:11,2023-02-02 07:46:11,3.5,10.85,1.4,5.8,7.0,Completed,
REQ0025859,R007623,,Metroville,Tech Park,2023-03-22 18:23:18,,,,,2.2,0.6,,Cancelled_Rider,Price too high
REQ0025860,R000543,D02599,Capital City,Central Business District,2023-03-26 14:25:29,2023-03-26 14:33:05,2023-03-26 15:14:35,24.5,45.75,1.2,7.6,41.5,Completed,
REQ0025861,R002152,D02621,Capital City,Central Business District,2023-01-12 19:42:38,2023-01-12 19:45:14,2023-01-12 20:03:08,9.2,21.09,1.3,2.6,17.9,Completed,
REQ0025862,R013180,D02603,Metroville,Airport,2023-03-22 08:57:06,2023-03-22 09:04:48,2023-03-22 09:10:30,2.4,8.73,1.4,7.7,5.7,Completed,
REQ0025863,R013949,D00514,Metroville,Suburbs,2023-02-13 21:41:54,2023-02-13 21:49:06,2023-02-13 22:23:24,16.4,27.32,1.0,7.2,34.3,Completed,
REQ0025864,R008452,D01209,Metroville,Airport,2023-02-23 18:48:02,2023-02-23 18:50:08,2023-02-23 19:29:44,16.8,34.32,1.2,2.1,39.6,Completed,
REQ0025865,R007924,D02996,Capital City,Industrial Zone,2023-02-05 01:06:03,2023-02-05 01:13:51,2023-02-05 01:38:03,12.6,21.25,1.0,7.8,24.2,Completed,
REQ0025866,R002898,D00269,Metroville,Airport,2023-02-09 04:58:55,2023-02-09 05:04:25,2023-02-09 05:42:31,19.8,31.98,1.0,5.5,38.1,Completed,
REQ0025867,R009466,D00707,Metroville,Residential North,2023-02-21 17:23:59,2023-02-21 17:31:35,2023-02-21 17:50:59,10.1,24.54,1.4,7.6,19.4,Completed,
REQ0025868,R006582,D00963,Metroville,Downtown,2023-01-26 05:52:15,2023-01-26 05:54:15,2023-01-26 06:36:03,20.3,33.13,1.0,2.0,41.8,Completed,
REQ0025869,R009441,D00466,Metroville,Tech Park,2023-01-27 07:43:49,2023-01-27 07:48:13,2023-01-27 08:15:01,14.4,30.94,1.3,4.4,26.8,Completed,
REQ0025870,R011912,D00797,Capital City,Industrial Zone,2023-02-01 17:16:54,2023-02-01 17:20:06,2023-02-01 17:26:30,3.0,8.47,1.2,3.2,6.4,Completed,
REQ0025871,R006642,D02535,Capital City,University Area,2023-02-16 04:59:24,2023-02-16 05:04:18,2023-02-16 05:12:54,4.8,9.55,1.0,4.9,8.6,Completed,
REQ0025872,R008149,,Metroville,Tech Park,2023-03-01 07:44:18,,,,,1.4,1.3,,Cancelled_Rider,Wait time too long
REQ0025873,R014655,D01101,Capital City,Industrial Zone,2023-03-04 08:14:36,2023-03-04 08:18:06,2023-03-04 08:40:00,8.8,16.34,1.0,3.5,21.9,Completed,
REQ0025874,R006790,D02977,Capital City,University Area,2023-03-23 19:23:41,2023-03-23 19:29:41,2023-03-23 19:34:41,2.2,7.07,1.2,6.0,5.0,Completed,
REQ0025875,R003764,D00439,Metroville,Downtown,2023-01-25 18:58:47,2023-01-25 19:03:41,2023-01-25 19:46:11,17.9,36.43,1.2,4.9,42.5,Completed,
REQ0025876,R007643,D02186,Metroville,Tech Park,2023-02-25 11:58:32,2023-02-25 12:05:02,2023-02-25 12:28:44,17.3,32.18,1.2,6.5,23.7,Completed,
REQ0025877,R012176,D01892,Metroville,Suburbs,2023-02-16 17:14:36,,,,,1.4,4.4,,Cancelled_Driver,Vehicle issue
REQ0025878,R014034,D01660,Metroville,Tech Park,2023-02-09 13:40:16,2023-02-09 13:46:58,2023-02-09 13:56:10,6.2,13.58,1.2,6.7,9.2,Completed,
REQ0025879,R012509,D00437,Capital City,University Area,2023-03-28 17:45:24,2023-03-28 17:52:36,2023-03-28 19:03:12,23.1,48.97,1.2,7.2,70.6,Completed,
REQ0025880,R009488,D02194,Metroville,Downtown,2023-03-15 08:27:58,2023-03-15 08:39:28,2023-03-15 08:44:34,1.5,9.62,1.9,11.5,5.1,Completed,
REQ0025881,R008266,D02331,Capital City,Industrial Zone,2023-01-10 18:57:54,2023-01-10 19:05:24,2023-01-10 19:28:42,8.7,19.72,1.2,7.5,23.3,Completed,
REQ0025882,R003429,D00078,Capital City,Westside,2023-02-01 09:11:34,2023-02-01 09:16:34,2023-02-01 10:09:16,13.3,39.55,1.5,5.0,52.7,Completed,
REQ0025883,R009706,D02803,Metroville,Suburbs,2023-03-06 17:34:52,2023-03-06 17:40:22,2023-03-06 18:34:28,21.4,54.44,1.5,5.5,54.1,Completed,
REQ0025884,R003961,,Capital City,Industrial Zone,2023-01-04 08:51:41,,,,,1.2,0.5,,Cancelled_Rider,Wait time too long
REQ0025885,R000399,D00813,Capital City,Industrial Zone,2023-01-10 14:38:36,2023-01-10 14:44:24,2023-01-10 14:49:24,3.1,6.97,1.0,5.8,5.0,Completed,
REQ0025886,R002028,D01472,Capital City,Westside,2023-03-20 07:34:28,2023-03-20 07:42:04,2023-03-20 08:05:58,13.6,24.65,1.1,7.6,23.9,Completed,
REQ0025887,R002870,D01503,Metroville,Downtown,2023-01-11 17:45:56,2023-01-11 17:53:38,2023-01-11 18:09:56,5.0,15.32,1.4,7.7,16.3,Completed,
REQ0025888,R011784,D00984,Capital City,Industrial Zone,2023-01-18 11:58:34,2023-01-18 12:03:04,2023-01-18 13:05:58,23.3,39.89,1.0,4.5,62.9,Completed,
REQ0025889,R006706,D01954,Metroville,Tech Park,2023-02-08 08:51:18,,,,,1.3,2.3,,Cancelled_Driver,Rider no-show
REQ0025890,R005954,D02635,Capital City,Industrial Zone,2023-02-22 16:35:58,2023-02-22 16:41:22,2023-02-22 17:12:40,14.2,24.23,1.0,5.4,31.3,Completed,
REQ0025891,R009531,,Capital City,University Area,2023-01-07 18:12:52,,,,,1.4,3.4,,Cancelled_Rider,Wait time too long
REQ0025892,R010790,D01853,Metroville,Airport,2023-03-30 09:04:46,2023-03-30 09:11:28,2023-03-30 10:04:04,23.6,58.06,1.5,6.7,52.6,Completed,
REQ0025893,R011442,D02743,Metroville,Suburbs,2023-01-11 16:48:44,2023-01-11 16:51:02,2023-01-11 17:21:44,22.6,34.23,1.0,2.3,30.7,Completed,
REQ0025894,R012159,D00046,Capital City,University Area,2023-02-14 18:02:24,2023-02-14 18:08:48,2023-02-14 19:34:12,24.2,62.09,1.4,6.4,85.4,Completed,
REQ0025895,R010466,D00467,Capital City,Central Business District,2023-03-24 16:19:07,2023-03-24 16:23:43,2023-03-24 16:53:31,17.5,33.56,1.2,4.6,29.8,Completed,
REQ0025896,R011013,D02328,Metroville,Downtown,2023-03-20 21:18:52,2023-03-20 21:23:34,2023-03-20 22:12:46,23.3,41.62,1.1,4.7,49.2,Completed,
REQ0025897,R013607,D02656,Metroville,Suburbs,2023-01-02 05:13:16,2023-01-02 05:16:10,2023-01-02 05:22:04,2.6,6.5,1.0,2.9,5.9,Completed,
REQ0025898,R011149,D02936,Capital City,Industrial Zone,2023-02-20 17:06:09,2023-02-20 17:09:33,2023-02-20 17:58:09,19.4,46.3,1.4,3.4,48.6,Completed,
REQ0025899,R014432,D01892,Metroville,Suburbs,2023-01-02 11:22:39,2023-01-02 11:27:51,2023-01-02 11:42:45,7.6,13.85,1.0,5.2,14.9,Completed,
REQ0025900,R000626,D02192,Capital City,Industrial Zone,2023-03-21 09:30:45,2023-03-21 09:38:39,2023-03-21 10:16:45,11.0,25.7,1.2,7.9,38.1,Completed,
REQ0025901,R013806,D02305,Capital City,University Area,2023-01-21 20:13:49,2023-01-21 20:20:37,2023-01-21 20:37:55,9.4,18.01,1.1,6.8,17.3,Completed,
REQ0025902,R001652,D02182,Metroville,Suburbs,2023-02-03 18:49:29,2023-02-03 18:54:41,2023-02-03 19:44:35,17.2,42.87,1.4,5.2,49.9,Completed,
REQ0025903,R008628,D00487,Metroville,Tech Park,2023-01-15 21:52:04,2023-01-15 21:57:22,2023-01-15 22:09:58,6.5,15.85,1.3,5.3,12.6,Completed,
REQ0025904,R012689,D01962,Capital City,University Area,2023-02-15 19:55:16,2023-02-15 20:01:40,2023-02-15 20:25:22,16.4,33.46,1.3,6.4,23.7,Completed,
REQ0025905,R003932,,Metroville,Tech Park,2023-01-03 18:16:00,,,,,2.0,2.4,,Cancelled_Rider,Price too high
REQ0025906,R014846,D00785,Capital City,Industrial Zone,2023-01-29 18:00:06,2023-01-29 18:04:12,2023-01-29 18:30:54,8.1,21.09,1.3,4.1,26.7,Completed,
REQ0025907,R008354,D00574,Capital City,Central Business District,2023-03-23 03:14:25,2023-03-23 03:18:31,2023-03-23 03:26:49,6.2,11.18,1.0,4.1,8.3,Completed,
REQ0025908,R000802,D02673,Metroville,Tech Park,2023-01-16 11:09:43,2023-01-16 11:16:25,2023-01-16 11:24:49,4.6,12.06,1.3,6.7,8.4,Completed,
REQ0025909,R011019,D02426,Metroville,Downtown,2023-02-11 17:09:04,2023-02-11 17:14:58,2023-02-11 17:19:10,2.0,6.08,1.1,5.9,4.2,Completed,
REQ0025910,R014971,D00879,Capital City,Central Business District,2023-01-07 16:35:41,2023-01-07 16:39:17,2023-01-07 16:58:53,10.1,19.32,1.1,3.6,19.6,Completed,
REQ0025911,R003386,D01701,Metroville,Downtown,2023-01-26 17:22:21,2023-01-26 17:24:45,2023-01-26 18:08:21,10.4,25.82,1.2,2.4,43.6,Completed,
REQ0025912,R005456,D00388,Metroville,Airport,2023-01-21 22:10:54,2023-01-21 22:14:24,2023-01-21 22:36:42,15.9,34.89,1.4,3.5,22.3,Completed,
REQ0025913,R003554,D02228,Metroville,Airport,2023-02-14 07:42:44,2023-02-14 07:45:08,2023-02-14 08:33:38,18.5,41.57,1.3,2.4,48.5,Completed,
REQ0025914,R014682,D00660,Metroville,Airport,2023-02-25 01:37:54,2023-02-25 01:44:06,2023-02-25 02:11:30,13.3,22.57,1.0,6.2,27.4,Completed,
REQ0025915,R011224,D01794,Metroville,Residential North,2023-01-03 10:27:41,2023-01-03 10:33:47,2023-01-03 11:26:41,24.1,39.36,1.0,6.1,52.9,Completed,
REQ0025916,R007875,D00856,Metroville,Downtown,2023-01-21 17:22:27,2023-01-21 17:25:15,2023-01-21 18:09:27,15.9,31.03,1.1,2.8,44.2,Completed,
REQ0025917,R013837,D00408,Capital City,University Area,2023-02-08 16:25:49,2023-02-08 16:33:01,2023-02-08 16:41:25,6.1,15.51,1.4,7.2,8.4,Completed,
REQ0025918,R002795,D00042,Capital City,University Area,2023-02-11 18:23:36,2023-02-11 18:31:24,2023-02-11 19:45:24,24.8,52.03,1.2,7.8,74.0,Completed,
REQ0025919,R004815,D00523,Metroville,Residential North,2023-02-19 02:25:34,2023-02-19 02:28:22,2023-02-19 02:50:28,16.1,25.14,1.0,2.8,22.1,Completed,
REQ0025920,R008737,D02830,Metroville,Suburbs,2023-03-03 07:25:17,2023-03-03 07:30:41,2023-03-03 07:54:23,15.7,29.87,1.2,5.4,23.7,Completed,
REQ0025921,R013452,D01062,Metroville,Tech Park,2023-01-18 06:06:25,2023-01-18 06:13:13,2023-01-18 06:51:07,12.8,28.25,1.2,6.8,37.9,Completed,
REQ0025922,R009237,D01872,Metroville,Residential North,2023-03-26 15:41:45,2023-03-26 15:47:39,2023-03-26 15:56:27,3.3,10.89,1.4,5.9,8.8,Completed,
REQ0025923,R008666,D02764,Capital City,Industrial Zone,2023-03-06 14:17:45,2023-03-06 14:24:09,2023-03-06 15:14:39,16.9,30.35,1.0,6.4,50.5,Completed,
REQ0025924,R002130,D01105,Metroville,Suburbs,2023-01-25 10:37:30,2023-01-25 10:41:36,2023-01-25 11:00:06,12.8,20.63,1.0,4.1,18.5,Completed,
REQ0025925,R001381,D01660,Metroville,Suburbs,2023-01-11 19:13:00,2023-01-11 19:15:18,2023-01-11 19:57:54,20.3,46.55,1.4,2.3,42.6,Completed,
REQ0025926,R001959,D02698,Capital City,Westside,2023-01-26 20:57:26,2023-01-26 21:01:38,2023-01-26 21:22:08,10.8,18.54,1.0,4.2,20.5,Completed,
REQ0025927,R006161,D00113,Metroville,Suburbs,2023-03-14 08:49:48,2023-03-14 08:57:24,2023-03-14 10:03:18,18.1,44.34,1.3,7.6,65.9,Completed,
REQ0025928,R006206,D01407,Capital City,Central Business District,2023-03-26 12:54:26,2023-03-26 13:02:20,2023-03-26 13:09:38,5.3,10.95,1.1,7.9,7.3,Completed,
REQ0025929,R000916,D01647,Capital City,Industrial Zone,2023-01-01 21:05:23,2023-01-01 21:10:11,2023-01-01 21:46:53,22.1,37.98,1.1,4.8,36.7,Completed,
REQ0025930,R005459,D00725,Metroville,Airport,2023-03-31 15:36:30,2023-03-31 15:42:18,2023-03-31 16:23:42,18.9,47.08,1.5,5.8,41.4,Completed,
REQ0025931,R010898,D01802,Capital City,Central Business District,2023-01-30 12:48:58,2023-01-30 12:54:28,2023-01-30 12:57:28,1.5,6.17,1.3,5.5,3.0,Completed,
REQ0025932,R002386,D01995,Metroville,Residential North,2023-02-01 14:15:35,2023-02-01 14:22:35,2023-02-01 14:25:11,1.2,4.33,1.0,7.0,2.6,Completed,
REQ0025933,R009837,D00928,Capital City,Westside,2023-03-14 11:34:39,2023-03-14 11:38:33,2023-03-14 12:37:27,24.0,40.13,1.0,3.9,58.9,Completed,
REQ0025934,R002013,D02255,Capital City,Industrial Zone,2023-02-11 22:42:09,2023-02-11 22:46:39,2023-02-11 23:37:39,18.6,32.47,1.0,4.5,51.0,Completed,
REQ0025935,R003861,D00202,Metroville,Tech Park,2023-02-18 04:22:17,2023-02-18 04:25:41,2023-02-18 04:33:53,5.2,9.97,1.0,3.4,8.2,Completed,
REQ0025936,R006239,D00534,Metroville,Suburbs,2023-01-30 07:03:59,2023-01-30 07:07:23,2023-01-30 07:47:59,22.7,50.16,1.4,3.4,40.6,Completed,
REQ0025937,R009391,,Metroville,Airport,2023-03-16 08:02:44,,,,,1.4,3.2,,Cancelled_Rider,Wait time too long
REQ0025938,R009657,D01235,Metroville,Residential North,2023-03-30 07:26:56,2023-03-30 07:34:26,2023-03-30 07:39:44,3.0,10.34,1.5,7.5,5.3,Completed,
REQ0025939,R008991,D02355,Metroville,Downtown,2023-03-06 19:52:20,2023-03-06 20:00:08,2023-03-06 20:21:02,12.6,31.13,1.5,7.8,20.9,Completed,
REQ0025940,R004414,D02762,Capital City,University Area,2023-03-29 19:10:31,2023-03-29 19:14:01,2023-03-29 19:17:43,2.5,6.66,1.1,3.5,3.7,Completed,
REQ0025941,R008417,D00545,Metroville,Residential North,2023-01-25 17:11:40,2023-01-25 17:16:58,2023-01-25 17:47:22,11.4,24.89,1.2,5.3,30.4,Completed,
REQ0025942,R006169,D01794,Metroville,Residential North,2023-03-15 12:45:00,2023-03-15 12:51:42,2023-03-15 13:25:36,11.5,21.38,1.0,6.7,33.9,Completed,
REQ0025943,R003499,D00181,Capital City,University Area,2023-02-25 06:02:39,2023-02-25 06:08:09,2023-02-25 07:11:45,23.9,40.72,1.0,5.5,63.6,Completed,
REQ0025944,R013292,D00575,Metroville,Tech Park,2023-02-03 17:19:34,2023-02-03 17:36:52,2023-02-03 18:12:52,15.0,44.03,1.7,17.3,36.0,Completed,
REQ0025945,R006822,D00005,Capital City,Westside,2023-02-14 18:40:08,2023-02-14 18:42:26,2023-02-14 20:00:50,18.3,39.84,1.1,2.3,78.4,Completed,
REQ0025946,R006421,D02677,Capital City,Central Business District,2023-03-21 02:52:30,2023-03-21 02:56:12,2023-03-21 03:08:06,6.9,12.56,1.0,3.7,11.9,Completed,
REQ0025947,R013693,D02041,Capital City,Industrial Zone,2023-02-22 07:09:38,2023-02-22 07:12:08,2023-02-22 08:05:32,22.8,49.23,1.3,2.5,53.4,Completed,
REQ0025948,R009930,D02559,Capital City,Industrial Zone,2023-03-06 19:21:32,2023-03-06 19:23:38,2023-03-06 19:49:26,17.3,29.84,1.1,2.1,25.8,Completed,
REQ0025949,R000353,D01224,Metroville,Suburbs,2023-03-23 14:25:00,2023-03-23 14:30:42,2023-03-23 15:00:12,12.1,21.45,1.0,5.7,29.5,Completed,
REQ0025950,R006963,D01669,Metroville,Airport,2023-01-09 22:57:05,2023-01-09 23:00:05,2023-01-09 23:34:05,22.7,34.84,1.0,3.0,34.0,Completed,
REQ0025951,R012936,D00953,Metroville,Airport,2023-01-25 18:59:49,2023-01-25 19:02:07,2023-01-25 19:07:37,2.8,8.02,1.2,2.3,5.5,Completed,
REQ0025952,R000719,D01497,Metroville,Downtown,2023-01-28 13:09:20,2023-01-28 13:12:26,2023-01-28 14:00:26,18.3,47.49,1.5,3.1,48.0,Completed,
REQ0025953,R014038,D00965,Capital City,Westside,2023-02-20 17:12:36,2023-02-20 17:19:54,2023-02-20 17:43:48,12.2,26.94,1.3,7.3,23.9,Completed,
REQ0025954,R012008,D01377,Capital City,Industrial Zone,2023-01-06 11:14:16,2023-01-06 11:20:10,2023-01-06 12:17:40,19.8,34.89,1.0,5.9,57.5,Completed,
REQ0025955,R014534,D00750,Metroville,Downtown,2023-01-28 12:04:54,2023-01-28 12:11:42,2023-01-28 12:44:00,22.2,40.78,1.2,6.8,32.3,Completed,
REQ0025956,R001208,,Metroville,Residential North,2023-03-12 16:14:17,,,,,1.4,0.6,,Cancelled_Rider,Wait time too long
